Address,Start votes,Start balance,End votes,End balance,Excluded ,CRE8R Payout,,
0x3821245dab571f68cb0c97b04983de91651d0e01,0,236.6332486,236.4313942,233.597926,,1.556384129,,
0xefce38f31ebeb9637e85d3487595261fdf6ebeeb,233.7753305,232.9382881,232.8753806,232.560561,,1.532975549,,
0x013d7b0c17cb00723e45fca8067581d21dc98c61,0,245.4325402,213.9090431,188.9506756,,1.408123658,,
0x69ee43fd0b773b10a1dca11cc0c4f748219582dc,0,7048.950596,211.4620923,7038.163995,,1.392015834,,
0xabcf901adb658a3c3d701775988d1718527842f1,0,206.853743,206.8421391,206.5372067,,1.361603536,,
0x8fb25fcdb7884231edcc2165df151b27fc529089,0,0,199.6915906,997.2591562,,1.314532799,,
0x901d9b71fe88866cf53184a31772f2db1fcdaa76,76.79823685,764.9058655,190.1231135,759.8594579,,1.251545284,,
0x288549cfa97698a43020fe8785c8143dbec2b822,0,179.5806759,179.5004438,179.3217816,,1.181618215,,
0xfb15339d187a76af62698f73d700e1f8536f03bd,0,172.5793933,172.1694631,171.9206835,,1.133359725,,
0xacccd420aa3a8db3ed99b71760b2ce113f3f06b9,0,0,169.5872318,164.9619321,,1.116361374,,
0x46236f725fdc61df68e6ab12d094cf5995a15802,135.8089296,134.5281801,135.8089296,131.2591707,,0.8940050592,,
0x55508f7d58736b363926fd6f330af23034de5c7c,0,134.9135627,134.802788,134.5033893,,0.8873818153,,
0x379c2fd647b65c6d7cfb9157f0c4d136e61814fc,0,70.66419834,124.6926772,131.0723061,,0.8208288261,,
0x24e32bb964721dfac9dee9e9ff71ac476652e8ef,0,0,121.7492111,121.4901281,,0.8014525338,,
0x45372cce828e185bfb008942cfe42a4c5cc76a75,0,344.6427548,120.5537855,344.0808416,,0.7935832677,,
0xba0c565110f65d181b9ff1d8a9f787b52857bb0c,0,11307.45266,112.9730372,11289.50627,,0.7436806045,,
0x5cf57fd8c76c85fd1cb3826d8589ad2d84f52835,0,117.8156269,111.3752358,107.5132716,,0.7331625735,,
0xf8cb92177fe84bc9ecce163eb15e61eb4180302a,0,101.9597096,101.9501003,101.7916384,,0.6711186501,,
0xe4036aca909cd049f9a7b7333961e1c1db7fb35c,0,100.0123763,99.9402429,99.72580384,,0.6578881305,,
0xd105cdf75a4c1538aacdc80049460b0152896595,99.76538982,99.91042152,99.76538982,99.76426955,,0.656737105,,
0x145e169978de85df3955058af1e87fca6c57c318,0,97.44783414,97.33257937,97.30243778,,0.6407223639,,
0x519fd275280efd7e84909773c07b1da223aa246a,95.69785806,9488.447086,95.69785806,9474.147128,,0.6299612959,,
0x1fe09e7b3abe20e06de223ed8679c77fc6382dc9,0,94.16532555,94.15636842,94.01010264,,0.6198139547,,
0xe5b7f4945c5c5085ba1315b032611dcb693b712c,93.40986492,91.81176275,91.78920519,91.09533153,,0.6042313572,,
0x4f49d938c3ad2437c52eb314f9bd7bdb7fa58da9,81.248225,80.01544591,81.248225,79.43642054,,0.5348420346,,
0x78595ae992fea9c5b9a9f7c0bf2964a10dc08cd2,0,82.97261726,80.89219038,63.87796856,,0.5324983246,,
0x1fb9580e0b19956b90351c825ae7819f1ee0257b,0,75.08086948,75.00917681,74.79429699,,0.4937715346,,
0x95e4d60ac59bbc0b9ad64dafb9a7e76ea4947248,0,70.38198221,69.99562343,69.55055552,,0.4607682401,,
0x185b73f9f0c9ae1ce4267e00ef8b4cfd06cb6c86,0,0,69.0926813,69.00849416,,0.4548243392,,
0xdca78971f8846cae4cb363e0e1ae42d30e5bf910,54.26383277,2540.227051,54.26383277,2396.952521,,0.3572087726,,
0x62b3c674d198b490d81c39f573734c580a8aeecd,50.13636559,50.01275963,50.13636559,49.93077041,,0.3300384196,,
0x56157abe1706a2323844ad6d76bd8bc731bb92cf,0,67.42921331,43.73621925,66.71711143,,0.2879074403,,
0xcb8f77285750f0bfef6d597d8af6ccb3edc97959,42.74794272,2130.021315,42.59437839,2126.85902,,0.2803909132,,
0x3e3672b23eb22946a31263d2d178bf0fb1f4bbfd,41.27261274,41.17283707,41.27261274,41.11347983,,0.2716899744,,
0xa37965eb1d197bfefebe8dc66b09f7df0aabc43b,39.47909674,1881.481636,39.47909674,1860.100719,,0.2598835904,,
0x849b1c48f369f8ed91302b6a0abbd197e29bf618,14.03453133,106.49084,36.12950391,103.9031327,,0.2378338404,,
0xcb7d9cb4c1144db98f3390273bfbc1c0ff69d335,34.31239747,1672.165005,34.31239747,1655.671401,,0.2258721649,,
0x030fd92b541d758e374b628b44325086e6ee5841,0,32.56352645,32.52319476,30.29960379,,0.2140941745,,
0x4d1c1580b9ab55210041c46a60cf5d970be52c23,31.2499426,31.00990584,31.2499426,30.96498339,,0.205712591,,
0x1341df844780b66af4ccc98ae0f34be87eabe1d5,0,3.842811937,30.23718428,29.30342491,,0.1990457904,,
0x4a91a7d89d908fc15e5a3c66a8a08d32a6c95bd7,0,29.79430889,29.72910364,29.00623454,,0.1957011895,,
0x3d6991085ab1ae3926cb96f25684c40a364b6856,0,66.73517291,26.66954017,66.6380262,,0.1755606492,,
0x5ff92581fa55e9f03a53d33fae494385293515e6,26.45227997,1322.480082,26.45227997,1320.335581,,0.1741304655,,
0xa155c9cb6d50c4532855cadda6e06b11cf1d8fdd,25.07025678,2500.896076,25.07025678,2496.989078,,0.1650328625,,
0xb7ad24ef67e01c5a353477abf81e867cab48a132,23.01389038,2281.084751,23.01389038,2277.502426,,0.1514961829,,
0xd3a13cc4a1108944b0ed45aa4428e19a17cca9b2,0,21.59659689,21.08349822,20.09513098,,0.1387887684,,
0xeb2b6802332c2a86be4479b1993ba05afd91d300,0,20.61774776,20.13753252,19.18433463,,0.1325616512,,
0xca99330589daa7912d9f058259fc7057b866ddd2,0,35.53475203,17.74136624,35.41448165,,0.1167881319,,
0x56cd168208445759d221f94086e276768ab3cb56,16.50690124,15.71553231,16.50690124,13.67228453,,0.1086618772,,
0x27b22f6f42fe0947a6790ffabdd907efa9b833a3,0,16.78685409,16.37703782,14.6043189,,0.1078070103,,
0x2e2ae32ef315acdd1d5a3299c2f3bf1a84e3100b,10.07569731,531.6783569,10.07569731,530.8563423,,0.06632645141,,
0x69dab3b70b6d6044cd63b233eab97b69b7031154,0,0,9.984244435,9.972591562,,0.06572443407,,
0xb22ebdad42e00798917ab887bef82f6c94b73c2b,0,98.82316525,9.854056796,97.29281163,,0.06486743293,,
0xf7b14d1c8a3eca7a4d7cc8f9c8ca5b0d36822865,0,0,9.434660145,9.40022289,,0.06210662236,,
0xef168d57e079cd6cf0878d8e0c2db247a4da310a,0,9.629872643,9.118919477,7.413731449,,0.06002815995,,
0xd6edadcefedc0228f8a4d7e3e1bcc33b8efa70b2,0,8.153939217,8.007332154,7.938263455,,0.05271078625,,
0x92772d380898a382ea3fe5471da2ae35cc971eec,6.558181854,326.0372622,6.558181854,325.5197991,,0.04317129791,,
0x2217ade6aa2628857f39c92041b394cd1131061f,0,4.437527145,4.34842643,4.187240614,,0.02862488675,,
0xcfe530e8a6000f509b65fdd2a619d9dee151eb57,3.472953741,2.989764321,3.472953741,2.718892488,,0.022861812,,
0x3a95ca35adf360b43801d0b2cd1833d5e7e1d89e,0,0,3.435868832,3.343470229,,0.0226176889,,
0x46ab107b3632fc7140e7b2294e5d803774eb9c88,0,2.48734898,2.393646281,2.347056892,,0.01575693065,,
0x6485b4858f92b96c8009092e8183839eed64e45d,1.606502349,53.19651133,1.606502349,53.11674159,,0.01057530777,,
0xe4060db71b1aad8f5420c2417ee034778c60d584,0,1.581530632,1.551319127,1.438244387,,0.01021204683,,
0x53ddbe1d27a59929de4dfe9a22a2f3e44f29f31e,1.475744391,147.258288,1.475744391,147.0155463,,0.009714552322,,
0xb4e6733dca135f9aacb16a53d3b1fab379b712f7,0.8986281598,44.65015185,0.8986281598,44.58546948,,0.005915502933,,
0x26dd583a0da31a01bd89665945dd9115b90a2e1e,0,0.5977220176,0.5927901517,0.5435685657,,0.003902227905,,
0x97e7320814444f5f5274d78b1ba1e2df5ec8680f,0,0,0.5727844898,0.5701138818,,0.003770534334,,
0x0b56e5cd1c3865a8a2656122b34534fefb0cab0a,0,15.09407112,0.4505039598,14.92254402,,0.002965584226,,
0x2bf84e60799631defdc8b7425103ed661016c538,0.2097700566,20.13325224,0.2097700566,19.48617712,,0.001380877476,,
0xcc3925548525549d6959b82977fa30cda91a660b,0,2.903301966,0.1753819056,0,,0.00115450664,,
0xd2777fffc015893c343aa48896bd839306f45ea4,0.1413247172,5.270325721,0.1413247172,4.585106722,,0.0009303144689,,
0x22e9f1b24a6951b3f408ed52c5d035da0233ad01,0.07445194223,5.659375769,0.07445194223,5.146637866,,0.0004901033624,,
0x3d6d0dd0ee23fce3753ec2d585fd87ea6556ac9d,0.06682632547,12.27769411,0.06682632547,11.42410874,,0.000439905338,,
0xe39aa96359135bbe8236f938f8f5669243d9477f,0.05842455143,1.84338362,0.05842455143,1.676373567,,0.0003845980138,,
0xafb3b472e6b3fbf6e49c1b11d723fd8f30098df7,0.02444949476,1.010491939,0.02444949476,0.9691156669,,0.0001609465009,,
,,,,,,100000,,
